PKD;NAZWA_PKD;NUMER_NAZWA_PKD;WSKAZNIK;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
SEK_E;"DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ";"SEK_E DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ ";TC Koszty ogółem ;12 939,71;14 111,10;15 616,15;18 537,48;19 797,49;25 391,26;27 232,46;27 964,43;29 314,05;29 915,30;29 949,59;30 707,96;32 377,98;35 198,71;37 771,51;41 302,68;48 538,36;54 854,25;56 530,86;62 494,67
SEK_E;"DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ";"SEK_E DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ ";OFE Pozostałe koszty finansowe ;53,85;60,05;139,83;133,8;101,18;80,65;222,81;162,59;302,49;63,74;56,29;65,32;68,92;59,67;55,52;79,98;108,11;198,18;123,33;112,84
SEK_E;"DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ";"SEK_E DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ ";IP Odsetki do zapłacenia ;115,73;132,96;115,25;185,81;180,55;253,77;361,19;449,72;430,53;406,83;372,55;380,81;368,9;383,91;379,3;329,11;294,04;594,45;814,94;864,9
SEK_E;"DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ";"SEK_E DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ ";DEPR Amortyzacja ;1 707,93;1 760,72;1 872,81;2 046,19;2 246,48;2 479,33;2 786,26;2 984,19;3 239,13;3 343,94;3 556,13;3 900,31;4 008,37;4 167,46;4 299,32;4 551,45;4 675,82;4 966,66;5 199,14;5 617,58
SEK_E;"DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ";"SEK_E DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ ";IO Wartość nakładów inwestycyjnych ;2 245,45;2 406,52;3 589,24;4 792,87;7 108,40;7 807,85;5 477,24;5 577,57;5 338,14;6 889,82;7 449,65;3 688,24;3 859,33;4 912,47;6 044,32;5 862,44;6 545,05;7 620,71;8 046,86;6 691,72
SEK_E;"DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ";"SEK_E DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ ";NWC Kapitał obrotowy ;-1 219,31;-1 365,49;-2 122,42;-3 822,01;-5 480,09;-6 738,78;-8 807,45;-10 391,40;-10 501,14;-13 052,27;-15 042,04;-14 324,47;-14 103,54;-15 345,52;-16 433,32;-15 868,94;-15 614,84;-17 118,62;-17 622,08;-16 745,47
SEK_E;"DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ";"SEK_E DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ ";C Środki pieniężne i pap. wart. ;2 414,77;2 732,55;2 851,14;3 501,41;4 025,99;4 304,88;4 446,94;4 380,00;5 399,09;5 559,95;4 761,56;5 803,58;5 577,57;6 003,14;6 089,15;7 118,90;7 811,95;7 844,73;7 425,27;8 563,45
SEK_E;"DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ";"SEK_E DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ ";LTL Zobowiązania długoterminowe ;1 853,60;2 326,60;2 845,63;3 595,50;5 912,73;8 377,58;8 511,34;8 732,38;9 321,87;9 539,70;10 776,08;9 952,59;9 520,92;9 402,20;9 293,65;9 228,58;9 461,04;10 531,50;13 133,88;13 644,59
SEK_E;"DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ";"SEK_E DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ ";STL Zobowiązania krótkoterminowe ;2 767,45;3 123,22;3 723,44;4 613,69;5 789,74;6 050,27;6 211,08;6 296,05;7 105,80;7 713,62;6 615,74;6 776,80;7 316,01;8 173,73;9 100,38;9 474,59;10 286,35;11 282,69;11 940,85;12 964,82
SEK_E;"DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ";"SEK_E DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ ";LTC Długoterminowe kredyty bankowe ;1 375,22;1 740,73;2 088,63;2 602,85;4 498,92;6 190,65;6 808,25;6 799,30;7 373,96;7 904,57;9 077,61;8 406,09;7 651,92;7 455,20;7 153,39;7 064,19;7 011,78;7 766,77;9 678,74;9 750,69
SEK_E;"DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ";"SEK_E DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ ";STC Krótkoterminowe kredyty bankowe ;555,26;451,06;609,46;890,36;1 196,10;1 357,38;1 694,99;1 842,67;1 847,49;1 957,17;1 843,15;1 813,06;2 121,96;2 127,14;2 249,30;2 149,61;2 086,20;2 351,51;2 354,75;2 369,52
SEK_E;"DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ";"SEK_E DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ ";INV Zapasy ;338,38;437,93;529,8;528,74;586,82;728,09;882,53;816,65;902,91;926,57;868,66;923,99;914,49;922,54;1 078,81;1 069,04;1 370,48;1 783,54;1 780,91;1 815,58
SEK_E;"DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ";"SEK_E DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ ";REC Należności krótkoterminowe ;1 910,83;2 142,87;2 449,34;2 741,94;3 398,45;4 338,98;4 365,67;4 458,73;4 648,65;4 754,37;4 783,27;4 682,80;4 894,45;5 617,13;6 550,83;7 403,98;8 133,63;8 248,91;9 148,30;9 650,65
36.;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;36. POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;EN Liczba jednostek gospodarczych ;228;239;240;268;285;322;339;362;394;399;401;428;431;429;423;418;429;438;418;425
36.;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;36. POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;PEN Liczba rentownych jednostek gospodarczych ;bd;bd;bd;bd;190;236;258;264;293;312;313;323;301;313;301;284;267;203;192;230
36.;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;36. POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;GS Przychody ogółem ;bd;bd;bd;bd;4 783,15;5 810,83;5 895,02;6 450,88;6 666,10;6 910,82;7 044,30;7 457,09;7 732,15;8 156,51;8 229,69;8 352,31;8 814,48;9 371,65;8 812,42;10 126,28
36.;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;36. POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;PNPM Przychody netto ;bd;bd;bd;bd;4 483,95;5 432,50;5 384,12;5 827 730,00;6 100,94;6 301,79;6 449,67;6 895,80;7 170,77;7 525,40;7 677,18;7 728,03;8 138,68;8 720,15;8 266,43;9 537,21
36.;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;36. POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;GS (I) Przychody netto ze sprzedaży i zrównane z nimi ;bd;bd;bd;bd;4 539,16;5 495,79;5 481,14;5 919,20;6 182,02;6 371,66;6 511,63;6 960,07;7 254,59;7 575,12;7 699,11;7 796,18;8 244,44;8 819,22;8 292,00;9 573,86
36.;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;36. POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;Przych. fin. Przychody finansowe ;bd;bd;bd;bd;55,18;78,79;80,53;149,43;122,12;112;94,07;67,21;63,62;54,93;49,81;35,9;25,23;79,63;99,36;93,2
36.;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;36. POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;PPO Pozostałe przychody operacyjne ;bd;bd;bd;bd;188,81;236,25;333,35;382,25;361,96;427,16;438,61;429,81;413,94;526,46;480,78;520,23;544,81;472,8;421,07;459,22
36.;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;36. POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;NP Wynik finansowy netto (zysk netto) ;bd;bd;bd;bd;145,07;220,96;113,88;196,58;9,27;312,53;321,52;296,7;273,28;368,53;292,63;265,29;291,87;11,14;-125,17;124,96
36.;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;36. POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;OP Wynik na działalności operacyjnej ;bd;bd;bd;bd;172,86;287,74;235,34;292,15;347,68;458,05;460,55;480,09;420,02;532,52;442,02;377,62;467,62;155,49;-31,07;273,87
36.;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;36. POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;POS Wynik na sprzedaży ;bd;bd;bd;bd;109,22;225,99;108,7;137,93;230,5;246,19;282,32;212,26;172,24;197,63;124,86;26,08;130,87;-161,91;-284,06;-10,25
36.;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;36. POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;CF Nadwyżka finansowa ;bd;bd;bd;bd;976,98;1 172,61;1 258,72;1 431,37;1 466,57;1 598,65;1 593,69;1 710,08;1 665,14;1 772,79;1 663,54;1 630,83;1 636,89;1 453,75;1 111,41;1 563,94
36.;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;36. POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;TC Koszty ogółem ;bd;bd;bd;bd;4 591,24;5 493,86;5 715,77;6 182,81;6 559,10;6 502,60;6 613,24;7 056,04;7 363,77;7 677,78;7 836,22;8 023,77;8 407,51;9 289,62;8 898,31;9 924,30
36.;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;36. POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;OFE Pozostałe koszty finansowe ;bd;bd;bd;bd;5;4,98;45,9;41,06;255,41;31,04;15,57;24,41;7,22;6,56;4,73;7,38;14,46;20,01;6,45;7,45
36.;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;36. POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;IP Odsetki do zapłacenia ;bd;bd;bd;bd;30,59;43,84;89,86;132,2;103,12;127,13;105,66;118,58;106,87;100,41;92,54;76,86;67,04;131,07;145,36;155,63
36.;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;36. POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;DEPR Amortyzacja ;bd;bd;bd;bd;796,32;902,83;1 009,08;1 061,53;1 098,78;1 127,95;1 150,95;1 270,39;1 277,78;1 297,30;1 273,64;1 281,30;1 263,52;1 291,53;1 084,77;1 275,90
36.;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;36. POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;IO Wartość nakładów inwestycyjnych ;bd;bd;bd;bd;2 513,01;3 120,33;1 774,80;2 210,99;1 926,31;1 948,41;2 277,65;1 111,92;1 067,09;1 641,64;1 759,81;1 722,71;1 655,50;1 857,23;1 407,18;1 224,44
36.;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;36. POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;NWC Kapitał obrotowy ;bd;bd;bd;bd;-2 397,70;-2 812,85;-3 517,88;-4 294,53;-4 756,62;-5 363,86;-5 938,96;-6 044,25;-5 758,58;-6 031,72;-6 238,38;-6 229,09;-6 389,94;-6 531,51;-5 392,38;-5 908,45
36.;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;36. POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;C Środki pieniężne i pap. wart. ;bd;bd;bd;bd;1 071,67;1 196,93;1 430,20;1 291,21;1 466,19;1 655,42;1 365,77;1 605,41;1 568,08;1 742,66;1 718,08;1 758,55;1 847,71;1 669,92;1 127,18;1 399,02
36.;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;36. POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;LTL Zobowiązania długoterminowe ;bd;bd;bd;bd;2 159,57;3 184,81;3 117,68;3 252,29;3 398,23;3 789,73;3 768,35;3 408,28;3 064,69;2 939,39;2 790,76;2 679,37;2 649,27;2 697,48;2 148,33;2 106,58
36.;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;36. POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;STL Zobowiązania krótkoterminowe ;bd;bd;bd;bd;1 640,08;1 502,89;1 585,34;1 679,94;1 602,66;1 667,74;1 461,28;1 531,75;1 529,99;1 691,54;1 698,44;1 663,80;1 741,75;1 849,13;1 818,62;1 912,58
36.;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;36. POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;LTC Długoterminowe kredyty bankowe ;bd;bd;bd;bd;1 948,48;2 940,03;2 881,48;2 934,14;3 056,25;3 115,31;3 143,34;2 880,26;2 588,06;2 470,15;2 351,15;2 328,87;2 303,77;2 370,14;2 001,91;1 931,41
36.;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;36. POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;STC Krótkoterminowe kredyty bankowe ;bd;bd;bd;bd;333,61;368,11;440,58;566,52;442,74;476,54;447,95;429,7;388,76;416,11;403,94;415,35;401,94;393,34;349,84;353,56
36.;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;36. POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;INV Zapasy ;bd;bd;bd;bd;66,71;79,8;84,22;92,97;94,92;94,06;93,09;98,52;100,18;123,01;129,17;141,33;160,44;200,06;154,01;155,95
36.;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;36. POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;REC Należności krótkoterminowe ;bd;bd;bd;bd;816,28;1 035,13;999,55;1 153,07;1 121,58;1 070,82;1 054,37;983,47;998,42;1 086,92;982,64;1 147,49;1 080,26;1 152,18;1 126,21;1 184,82
36.0;Pobór, uzdatnianie i dostarczanie wody;36.0 Pobór, uzdatnianie i dostarczanie wody;EN Liczba jednostek gospodarczych ;228;239;240;268;285;322;339;362;394;399;401;428;431;429;423;418;429;438;418;425
36.0;Pobór, uzdatnianie i dostarczanie wody;36.0 Pobór, uzdatnianie i dostarczanie wody;PEN Liczba rentownych jednostek gospodarczych ;bd;bd;bd;bd;190;236;258;264;293;312;313;323;301;313;301;284;267;203;192;230
36.0;Pobór, uzdatnianie i dostarczanie wody;36.0 Pobór, uzdatnianie i dostarczanie wody;GS Przychody ogółem ;bd;bd;bd;bd;4 783,15;5 810,83;5 895,02;6 450,88;6 666,10;6 910,82;7 044,30;7 457,09;7 732,15;8 156,51;8 229,69;8 352,31;8 814,48;9 371,65;8 812,42;10 126,28
36.0;Pobór, uzdatnianie i dostarczanie wody;36.0 Pobór, uzdatnianie i dostarczanie wody;PNPM Przychody netto ;bd;bd;bd;bd;4 483,95;5 432,50;5 384,12;5 827 730,00;6 100,94;6 301,79;6 449,67;6 895,80;7 170,77;7 525,40;7 677,18;7 728,03;8 138,68;8 720,15;8 266,43;9 537,21
36.0;Pobór, uzdatnianie i dostarczanie wody;36.0 Pobór, uzdatnianie i dostarczanie wody;GS (I) Przychody netto ze sprzedaży i zrównane z nimi ;bd;bd;bd;bd;4 539,16;5 495,79;5 481,14;5 919,20;6 182,02;6 371,66;6 511,63;6 960,07;7 254,59;7 575,12;7 699,11;7 796,18;8 244,44;8 819,22;8 292,00;9 573,86
36.0;Pobór, uzdatnianie i dostarczanie wody;36.0 Pobór, uzdatnianie i dostarczanie wody;Przych. fin. Przychody finansowe ;bd;bd;bd;bd;55,18;78,79;80,53;149,43;122,12;112;94,07;67,21;63,62;54,93;49,81;35,9;25,23;79,63;99,36;93,2
36.0;Pobór, uzdatnianie i dostarczanie wody;36.0 Pobór, uzdatnianie i dostarczanie wody;PPO Pozostałe przychody operacyjne ;bd;bd;bd;bd;188,81;236,25;333,35;382,25;361,96;427,16;438,61;429,81;413,94;526,46;480,78;520,23;544,81;472,8;421,07;459,22
36.0;Pobór, uzdatnianie i dostarczanie wody;36.0 Pobór, uzdatnianie i dostarczanie wody;NP Wynik finansowy netto (zysk netto) ;bd;bd;bd;bd;145,07;220,96;113,88;196,58;9,27;312,53;321,52;296,7;273,28;368,53;292,63;265,29;291,87;11,14;-125,17;124,96
36.0;Pobór, uzdatnianie i dostarczanie wody;36.0 Pobór, uzdatnianie i dostarczanie wody;OP Wynik na działalności operacyjnej ;bd;bd;bd;bd;172,86;287,74;235,34;292,15;347,68;458,05;460,55;480,09;420,02;532,52;442,02;377,62;467,62;155,49;-31,07;273,87
36.0;Pobór, uzdatnianie i dostarczanie wody;36.0 Pobór, uzdatnianie i dostarczanie wody;POS Wynik na sprzedaży ;bd;bd;bd;bd;109,22;225,99;108,7;137,93;230,5;246,19;282,32;212,26;172,24;197,63;124,86;26,08;130,87;-161,91;-284,06;-10,25
36.0;Pobór, uzdatnianie i dostarczanie wody;36.0 Pobór, uzdatnianie i dostarczanie wody;CF Nadwyżka finansowa ;bd;bd;bd;bd;976,98;1 172,61;1 258,72;1 431,37;1 466,57;1 598,65;1 593,69;1 710,08;1 665,14;1 772,79;1 663,54;1 630,83;1 636,89;1 453,75;1 111,41;1 563,94
36.0;Pobór, uzdatnianie i dostarczanie wody;36.0 Pobór, uzdatnianie i dostarczanie wody;TC Koszty ogółem ;bd;bd;bd;bd;4 591,24;5 493,86;5 715,77;6 182,81;6 559,10;6 502,60;6 613,24;7 056,04;7 363,77;7 677,78;7 836,22;8 023,77;8 407,51;9 289,62;8 898,31;9 924,30
36.0;Pobór, uzdatnianie i dostarczanie wody;36.0 Pobór, uzdatnianie i dostarczanie wody;OFE Pozostałe koszty finansowe ;bd;bd;bd;bd;5;4,98;45,9;41,06;255,41;31,04;15,57;24,41;7,22;6,56;4,73;7,38;14,46;20,01;6,45;7,45
36.0;Pobór, uzdatnianie i dostarczanie wody;36.0 Pobór, uzdatnianie i dostarczanie wody;IP Odsetki do zapłacenia ;bd;bd;bd;bd;30,59;43,84;89,86;132,2;103,12;127,13;105,66;118,58;106,87;100,41;92,54;76,86;67,04;131,07;145,36;155,63
36.0;Pobór, uzdatnianie i dostarczanie wody;36.0 Pobór, uzdatnianie i dostarczanie wody;DEPR Amortyzacja ;bd;bd;bd;bd;796,32;902,83;1 009,08;1 061,53;1 098,78;1 127,95;1 150,95;1 270,39;1 277,78;1 297,30;1 273,64;1 281,30;1 263,52;1 291,53;1 084,77;1 275,90
36.0;Pobór, uzdatnianie i dostarczanie wody;36.0 Pobór, uzdatnianie i dostarczanie wody;IO Wartość nakładów inwestycyjnych ;bd;bd;bd;bd;2 513,01;3 120,33;1 774,80;2 210,99;1 926,31;1 948,41;2 277,65;1 111,92;1 067,09;1 641,64;1 759,81;1 722,71;1 655,50;1 857,23;1 407,18;1 224,44
36.0;Pobór, uzdatnianie i dostarczanie wody;36.0 Pobór, uzdatnianie i dostarczanie wody;NWC Kapitał obrotowy ;bd;bd;bd;bd;-2 397,70;-2 812,85;-3 517,88;-4 294,53;-4 756,62;-5 363,86;-5 938,96;-6 044,25;-5 758,58;-6 031,72;-6 238,38;-6 229,09;-6 389,94;-6 531,51;-5 392,38;-5 908,45
36.0;Pobór, uzdatnianie i dostarczanie wody;36.0 Pobór, uzdatnianie i dostarczanie wody;C Środki pieniężne i pap. wart. ;bd;bd;bd;bd;1 071,67;1 196,93;1 430,20;1 291,21;1 466,19;1 655,42;1 365,77;1 605,41;1 568,08;1 742,66;1 718,08;1 758,55;1 847,71;1 669,92;1 127,18;1 399,02
36.0;Pobór, uzdatnianie i dostarczanie wody;36.0 Pobór, uzdatnianie i dostarczanie wody;LTL Zobowiązania długoterminowe ;bd;bd;bd;bd;2 159,57;3 184,81;3 117,68;3 252,29;3 398,23;3 789,73;3 768,35;3 408,28;3 064,69;2 939,39;2 790,76;2 679,37;2 649,27;2 697,48;2 148,33;2 106,58
36.0;Pobór, uzdatnianie i dostarczanie wody;36.0 Pobór, uzdatnianie i dostarczanie wody;STL Zobowiązania krótkoterminowe ;bd;bd;bd;bd;1 640,08;1 502,89;1 585,34;1 679,94;1 602,66;1 667,74;1 461,28;1 531,75;1 529,99;1 691,54;1 698,44;1 663,80;1 741,75;1 849,13;1 818,62;1 912,58
36.0;Pobór, uzdatnianie i dostarczanie wody;36.0 Pobór, uzdatnianie i dostarczanie wody;LTC Długoterminowe kredyty bankowe ;bd;bd;bd;bd;1 948,48;2 940,03;2 881,48;2 934,14;3 056,25;3 115,31;3 143,34;2 880,26;2 588,06;2 470,15;2 351,15;2 328,87;2 303,77;2 370,14;2 001,91;1 931,41
36.0;Pobór, uzdatnianie i dostarczanie wody;36.0 Pobór, uzdatnianie i dostarczanie wody;STC Krótkoterminowe kredyty bankowe ;bd;bd;bd;bd;333,61;368,11;440,58;566,52;442,74;476,54;447,95;429,7;388,76;416,11;403,94;415,35;401,94;393,34;349,84;353,56
36.0;Pobór, uzdatnianie i dostarczanie wody;36.0 Pobór, uzdatnianie i dostarczanie wody;INV Zapasy ;bd;bd;bd;bd;66,71;79,8;84,22;92,97;94,92;94,06;93,09;98,52;100,18;123,01;129,17;141,33;160,44;200,06;154,01;155,95
36.0;Pobór, uzdatnianie i dostarczanie wody;36.0 Pobór, uzdatnianie i dostarczanie wody;REC Należności krótkoterminowe ;bd;bd;bd;bd;816,28;1 035,13;999,55;1 153,07;1 121,58;1 070,82;1 054,37;983,47;998,42;1 086,92;982,64;1 147,49;1 080,26;1 152,18;1 126,21;1 184,82
37.;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;37. ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;EN Liczba jednostek gospodarczych ;270;274;274;284;283;272;284;288;308;326;337;339;343;352;360;375;380;391;413;405
37.;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;37. ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;PEN Liczba rentownych jednostek gospodarczych ;208;210;209;226;229;237;228;243;266;286;297;291;286;299;296;276;284;204;215;259
37.;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;37. ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;GS Przychody ogółem ;3 930,45;4 176,91;4 396,39;4 958,29;5 431,97;5 545,15;6 411,88;6 925,10;8 490,71;7 762,57;8 099,14;8 275,04;8 588,98;8 970,08;9 379,75;9 910,89;10 701,98;11 934,53;14 014,58;15 213,05
37.;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;37. ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;PNPM Przychody netto ;bd;3 901,11;4 103,07;4 641,80;5 064,15;5 177,70;5 949,30;6 386 740,00;6 878,70;7 220,90;7 484,62;7 684,29;7 967,52;8 308,35;8 686,40;9 106,55;9 916,21;11 003,58;12 972,52;14 244,97
37.;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;37. ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;GS (I) Przychody netto ze sprzedaży i zrównane z nimi ;3 705,16;3 951,29;4 157,50;4 698,09;5 105,76;5 227,05;6 005,81;6 442,90;6 930,67;7 273,92;7 548,41;7 754,56;8 042,40;8 383,72;8 761,97;9 203,01;10 025,98;11 119,83;13 037,32;14 285,17
37.;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;37. ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;Przych. fin. Przychody finansowe ;bd;bd;59,42;83,23;82,22;68,79;96,18;105,91;89,61;83,39;59,3;54,6;60,04;70,67;66,13;46,29;67,02;62,3;124,54;103,1
37.;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;37. ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;PPO Pozostałe przychody operacyjne ;bd;176,1;179,47;176,97;243,99;249,32;309,89;376,29;1 470,42;405,27;491,44;465,88;486,54;515,69;551,65;661,59;608,98;752,41;852,72;824,78
37.;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;37. ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;NP Wynik finansowy netto (zysk netto) ;6,56;115,48;104,14;195,49;237,02;227,13;283;434,7;1 586,31;576,98;665,73;670,74;635,16;516,48;336,15;266,79;317,58;105,65;-171,67;371,71
37.;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;37. ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;OP Wynik na działalności operacyjnej ;47,12;164,35;141,66;258,71;322,24;334,88;438,22;640,77;1 854,45;783;891,73;908,03;844,48;686,26;482,93;420,8;464,96;371,62;116,96;752,5
37.;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;37. ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;POS Wynik na sprzedaży ;137,3;128,52;97,78;224,01;320,36;343,85;382,57;504,92;633,79;588,91;586,99;595,5;499,78;369,63;137,61;-36,67;57,88;-132,28;-321,84;236,47
