PKD;NAZWA_PKD;NUMER_NAZWA_PKD;WSKAZNIK;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
96.;POZOSTAŁA INDYWIDUALNA DZIAŁALNOŚĆ USŁUGOWA;96. POZOSTAŁA INDYWIDUALNA DZIAŁALNOŚĆ USŁUGOWA;STC Krótkoterminowe kredyty bankowe ;101,9;129,01;bd;bd;69,39;82,78;73,02;104,69;bd;bd;95,66;bd;147,18;186,19;199,65;264,87;175,68;81,47;bd;215,35
96.;POZOSTAŁA INDYWIDUALNA DZIAŁALNOŚĆ USŁUGOWA;96. POZOSTAŁA INDYWIDUALNA DZIAŁALNOŚĆ USŁUGOWA;INV Zapasy ;37,51;34,22;bd;bd;44,16;55,26;52,72;45,35;bd;bd;86,78;bd;47,98;54,68;80,39;74,41;54,92;59,53;bd;70,16
96.;POZOSTAŁA INDYWIDUALNA DZIAŁALNOŚĆ USŁUGOWA;96. POZOSTAŁA INDYWIDUALNA DZIAŁALNOŚĆ USŁUGOWA;REC Należności krótkoterminowe ;117,05;128,48;bd;bd;188,34;203,23;181,92;202,89;bd;bd;268,72;bd;353,5;361,03;361,3;326,93;450,97;414,62;bd;577,62
96.0;Pozostała indywidualna działalność usługowa;96.0 Pozostała indywidualna działalność usługowa;EN Liczba jednostek gospodarczych ;121;115;120;130;139;139;135;128;137;140;136;150;145;140;138;130;116;131;130;142
96.0;Pozostała indywidualna działalność usługowa;96.0 Pozostała indywidualna działalność usługowa;PEN Liczba rentownych jednostek gospodarczych ;81;81;bd;bd;99;96;95;76;bd;bd;106;bd;105;94;102;75;84;86;bd;103
96.0;Pozostała indywidualna działalność usługowa;96.0 Pozostała indywidualna działalność usługowa;GS Przychody ogółem ;851,94;777,28;bd;bd;1 274,77;1 403,69;1 350,54;1 470,20;bd;bd;2 056,67;bd;2 497,04;2 800,54;3 144,84;2 383,53;2 533,13;2 647,16;bd;3 529,97
96.0;Pozostała indywidualna działalność usługowa;96.0 Pozostała indywidualna działalność usługowa;PNPM Przychody netto ;bd;693,79;bd;bd;1 220,09;1 316,03;1 261,87;1 390 530,00;bd;bd;1 909,29;bd;2 346,20;2 684,52;3 001,86;2 230,97;2 407,43;2 567,43;bd;3 423,23
96.0;Pozostała indywidualna działalność usługowa;96.0 Pozostała indywidualna działalność usługowa;GS (I) Przychody netto ze sprzedaży i zrównane z nimi ;746,65;693,98;bd;bd;1 220,92;1 318,18;1 259,43;1 391,40;bd;bd;1 913,55;bd;2 345,30;2 686,27;3 001,32;2 231,12;2 406,90;2 568,64;bd;3 424,73
96.0;Pozostała indywidualna działalność usługowa;96.0 Pozostała indywidualna działalność usługowa;Przych. fin. Przychody finansowe ;bd;bd;bd;bd;23,41;30,77;56,17;38,97;bd;bd;53,91;bd;63,16;54,06;85,94;62,37;34,35;16,74;bd;35,77
96.0;Pozostała indywidualna działalność usługowa;96.0 Pozostała indywidualna działalność usługowa;PPO Pozostałe przychody operacyjne ;bd;52,33;bd;bd;30,44;54,74;34,94;39,83;bd;bd;89,2;bd;88,57;60,21;57,58;90,04;91,88;61,77;bd;69,47
96.0;Pozostała indywidualna działalność usługowa;96.0 Pozostała indywidualna działalność usługowa;NP Wynik finansowy netto (zysk netto) ;63,76;60,53;bd;bd;97,98;121,66;114,32;108,01;bd;bd;237,17;bd;255,66;276,22;299,22;-92,46;192,05;226,87;bd;396,02
96.0;Pozostała indywidualna działalność usługowa;96.0 Pozostała indywidualna działalność usługowa;OP Wynik na działalności operacyjnej ;55,25;76,88;bd;bd;134,25;152,98;141,42;137,59;bd;bd;267,47;bd;292,31;342,11;331,97;21,13;253,87;317,05;bd;494,39
96.0;Pozostała indywidualna działalność usługowa;96.0 Pozostała indywidualna działalność usługowa;POS Wynik na sprzedaży ;39,19;40,05;bd;bd;119,55;123,12;122,15;112,79;bd;bd;209,66;bd;254,72;306,77;303,21;48,36;185,33;279,43;bd;457,86
96.0;Pozostała indywidualna działalność usługowa;96.0 Pozostała indywidualna działalność usługowa;CF Nadwyżka finansowa ;138,76;135,1;bd;bd;204,72;234,84;248,97;243,68;bd;bd;388,32;bd;431,43;457,65;525,42;294,82;509,5;422,6;bd;622,45
96.0;Pozostała indywidualna działalność usługowa;96.0 Pozostała indywidualna działalność usługowa;TC Koszty ogółem ;776,98;697,38;bd;bd;1 156,32;1 261,10;1 211,49;1 344,23;bd;bd;1 771,26;bd;2 185,50;2 444,76;2 790,90;2 443,09;2 300,03;2 361,99;bd;3 044,54
96.0;Pozostała indywidualna działalność usługowa;96.0 Pozostała indywidualna działalność usługowa;OFE Pozostałe koszty finansowe ;11,07;4,16;bd;bd;12,43;5,33;14,53;15,6;bd;bd;5,06;bd;7,63;6,2;9,37;53,63;11,17;11,88;bd;4,96
96.0;Pozostała indywidualna działalność usługowa;96.0 Pozostała indywidualna działalność usługowa;IP Odsetki do zapłacenia ;33,17;23,24;bd;bd;26,39;31,09;39,1;28,48;bd;bd;26,43;bd;35,38;29,98;32,48;44,45;31,69;36,01;bd;38,92
96.0;Pozostała indywidualna działalność usługowa;96.0 Pozostała indywidualna działalność usługowa;DEPR Amortyzacja ;30,76;47,16;bd;bd;67,93;76,75;81,02;91,59;bd;bd;119,66;bd;132,76;145,25;184,36;289,2;274,59;147,84;bd;182,56
96.0;Pozostała indywidualna działalność usługowa;96.0 Pozostała indywidualna działalność usługowa;IO Wartość nakładów inwestycyjnych ;41,37;32,09;91,81;91,43;102,53;185,76;114,18;119,27;92,24;bd;bd;bd;140,17;168,44;201,64;169,44;166,25;191,35;209,01;259,45
96.0;Pozostała indywidualna działalność usługowa;96.0 Pozostała indywidualna działalność usługowa;NWC Kapitał obrotowy ;-73,33;12,09;bd;bd;137,85;76,78;107;61,45;bd;bd;137,99;bd;-47,11;-25,08;-107,81;-85,33;-4,77;214,45;bd;284
